"magnitude","latitude","longitude","depth"
"4.9","38.8955","26.2693","13.4"
"5.1","38.894","26.272","12.4"
"4.4","38.6145","26.1205","16.2"
"3.8","37.37","26.82","2"
"4.5","39.32","28.99","10"
"4.1","36.9626","27.8015","10"
"4.1","39.3408","29.0512","2.3"
"4.2","37.8237","29.4214","4.88"
"4.3","36.444","28.8307","5"
"4.2","37.1435","28.7455","6.9"
"4.4","37.0772","28.6937","7"
"4.8","37.138","28.785","12.9"
"4.3","38.7538","42.1495","5"
"4.3","40.4047","30.1188","7.6"
"3.8","38.1667","27.1073","14.6"
"4.1","36.3365","29.1278","20.5"
"4.1","36.9368","29.4619","21.04"
"4.1","39.09","38.78","10"
"3.9","38.998","28.793","5"
"4.4","36.2452","30.9322","29"
"5.3","36.21","30.82","46"
"4.5","41.6437","32.5123","4.5"
"5.1","37.683","30.6288","7.4"
"4.3","37.02","27.41","10"
"4.4","36.9427","27.6773","1"
"4","40.6243","29.2073","10.04"
"4.1","41.7853","35.9395","15"
"4.1","41.716","42.1164","10"
"4","38.616","43.156","5"
"4.2","38.2998","26.628","10.5"
"4","40.2592","26.2392","14"
"4.1","39.174","29.09","5"
"4.1","36.4553","27.0867","17.4"
"4.3","36.083","30.215","5"
"4.4","40.4308","26.2658","14.9"
"4.6","40.2083","27.9282","12.1"
"4","36.599","29.997","82.2"
"4","38.857","27.172","14.1"
"4.5","36.3955","28.5588","59.7"
"4.4","38.4942","43.1947","10"
"4.6","36.7453","36.0505","17.6"
"4.3","40.422","26.14","13.3"
"4.3","40.6952","42.2476","10"
"4.2","38.8562","43.5288","5"
"4.4","40.4103","26.0895","6.8"
"4.9","40.4235","26.1442","13.1"
"4","40.3795","26.1425","9.2"
"4.1","40.4247","26.1357","1.3"
"4.6","40.3892","26.1418","9"
"4.2","36.0212","31.3503","57.4"
"4.5","36.092","31.065","90.6"
"4.1","36.2214","28.9678","10"
"4.2","37.0333","27.4737","11.1"
"4.2","39.465","37.351","5"
"4","38.5827","43.5494","10"
"4.1","36.061","32.098","85.4"
"4.2","37.0712","28.8863","7.4"
"4.2","36.3257","31.3627","81.4"
"4.4","38.1","38.63","10"
"4.1","36.498","28.041","62"
"4.1","38.872","43.55","5"
"4.2","38.3944","31.8096","21.88"
"3.9","38.6662","43.1725","5"
"4.1","36.785","35.175","6.7"
"4.4","37.422","36.382","6.3"
"4.5","38.82","43.53","10"
"4.7","36.74","36.08","10"
"3.8","41.3725","28.6327","12"
"4.1","39.7925","26.132","9"
"4","37.3093","36.2033","3.4"
"4","39.4595","27.9483","10.3"
"5.9","36.028","31.31","40.7"
"4.5","36.94","31.06","91"
"4.1","38.8735","43.554","5"
"3.8","38.9377","43.6207","5"
"4.9","36.6148","31.2427","88.6"
"4.2","36.2076","31.2211","64.1"
"4","40.8478","27.9123","7.4"
"4.5","40.851","27.9198","9.6"
"5.1","40.8205","31.8691","5.99"
"4.4","38.664","43.198","5"
"4.1","38.3582","44.7465","3.3"
"4","38.3746","44.7717","10"
"4.4","37.4222","36.217","5.4"
"4.2","36.5614","27.5382","123.83"
"4","38.6995","43.2402","5"
"4.4","36.8928","27.5452","4.2"
"4.5","36.2912","34.3423","5"
"4","36.614","27.3778","118.41"
"4.4","36.2292","28.3212","44.3"
"4.2","39.97","42.92","10"
"4.5","37.33","44.94","7"
"4","38.8405","43.5725","5"
"4.3","38.696","43.404","3.5"
"4.4","39.69","41.65","5"
"5","39.0234","41.4924","5.33"
"4.1","39.006","41.4143","6.5"
"4","38.453","30.6133","4.6"
"3.3","40.4567","29.1227","3.2"
"4.4","40.3423","27.4427","14.1"
"4.1","40.4095","29.1213","5.7"
"4.4","39.1985","29.4525","9.6"
"4.2","36.4883","43.3152","10.13"
"4.2","41.022","34.35","9.7"
"3.7","36.935","35.613","24.9"
"4","36.03","35.89","17.4"
"4.1","38.987","26.105","12.3"
"4","41.693","32.46","5"
"4.5","41.136","33.504","4.1"
"4.3","40.533","41.905","5"
"4.1","38.581","44.804","5.8"
"4","38.826","44.69","45.4"
"4.1","36.537","27.867","89.2"
"4.2","38.094","37.108","5.3"
"4.5","38.654","43.581","11.8"
"4.1","38.495","43.903","10"
"4.5","39.115","29.173","2.5"
"4","37.002","28.371","5"
"4.3","36.997","28.363","4.3"
"4.9","37.044","28.402","7.8"
"4","39.017","41.177","5"
"4","37.306","37.147","7.4"
"4.5","36.94","27.76","6"
"4.3","37.309","37.125","5.3"
"3.4","37.315","37.149","3.4"
"4.3","36.676","43.34","28.2"
"4.9","36.67","43.44","7"
"4","38.694","43.338","4"
"4.2","40.833","36.249","9"
"4.3","38.757","43.514","5"
"4.1","36.578","26.45","150.4"
"4.5","37.405","26.932","5"
"4.4","38.572","43.211","5"
"4","38.636","43.187","2.1"
"4.1","36.62","26.87","130"
"4","36.551","27.964","10"
"4.1","37.857","37.942","5"
"4.4","37.874","37.989","5"
"4","38.72","27.53","24"
"4.2","37.508","35.715","6.6"
"4.2","36.777","26.624","10"
"4.1","38.272","44.911","12.1"
"5.2","38.458","44.868","12.4"
"4.2","37.301","36.273","11.2"
"4.2","38.808","43.669","5"
"4","37.22","28.624","2.1"
"4.1","37.19","26.83","0.1"
"5","36.655","27.993","0"
"4.3","36.599","27.91","7.5"
"4.5","36.595","27.917","10.7"
"4.1","38.83","43.606","5"
"4.5","39.488","39.852","5"
"4.3","37.31","37.12","12"
"4.5","37.27","37.11","13"
"4.1","38.669","43.17","5"
"4","36.64","27.97","1"
"4.1","36.64","26.45","150"
"4.1","36.586","31.345","30"
"4.6","37.297","37.135","14"
"4.5","37.002","37.108","9.2"
"4.4","39.371","33.748","4.9"
"4.1","38.635","42.994","5"
"4.1","37.313","37.136","8.6"
"4.9","37.309","37.097","7"
"4.4","37.438","35.768","18.5"
"4.5","36.961","43.655","9.1"
"4.3","37.094","43.625","9.3"
"4.1","37.329","37.085","3.5"
"4.3","39.644","43.722","3.5"
"4","38.684","28.057","8.9"
"4.1","38.689","28.033","9"
"5","37.421","42.965","17.5"
"4","38.69","28.044","5.3"
"4.4","38.706","28.029","5.4"
"4.1","38.68","43.05","5"
"4.2","40.432","26.194","14.5"
"4.5","38.685","43.432","5"
"5","37.546","36.384","7.6"
"4.2","36.632","26.965","159.7"
"4.1","36.44","26.81","161"
"4.4","39.952","27.845","9"
"4.2","38.723","43.347","5.3"
"5","36.439","28.941","26.4"
"4.9","38.709","43.645","5"
"4.6","39.142","29.156","9.3"
"4.2","38.058","42.554","2.5"
"4.4","36.389","29.055","19.5"
"5.3","37.294","42.325","5.4"
"4.1","36.431","28.876","37.2"
"4.4","39.11","29.166","5.1"
"4.4","36.448","28.924","20.8"
"4.5","36.46","28.93","39"
"4.8","36.41","28.91","39"
"6","36.42","28.88","35"
"4.2","37.05","28.55","3"
"4.9","40.848","27.921","14.9"
"4.4","36.904","28.25","11.4"
"4.4","38.118","38.596","5"
"4.2","36.902","27.635","10"
"4","39.153","29.143","6.2"
"4.4","37.041","28.507","8.4"
"4.4","40.314","26.995","11.3"
"4","39.136","29.118","6.5"
"4.1","39.147","29.084","11.6"
"4","39.165","29.091","6.6"
"4.2","39.124","29.074","2.5"
"5.2","39.175","29.092","3.1"
"4","36.041","33.731","5"
"4","38.657","26.677","7.2"
"4","38.648","26.643","4.8"
"4.2","38.623","26.687","8.3"
"4","38.647","26.632","13"
"4.9","38.657","26.655","12.2"
"4.7","38.493","40.743","5"
"4.6","39.124","29.079","8"
"4.2","39.113","29.143","6"
"4.3","39.126","29.145","3.5"
"4.5","38.836","43.581","5"
"4.3","39.148","29.099","6.2"
"4","39.146","29.153","5"
"4.5","39.137","29.153","6"
"4.3","39.137","29.139","5"
"4.3","38.669","43.179","5"
"4.2","39.03","44.04","5"
"4.1","38.687","43.054","2.2"
"4.4","39.229","41.028","10"
"4","36.926","37.046","8.4"
"4.4","38.884","43.569","2.6"
"4","37.9","29.432","8.8"
"4.2","39.079","43.776","5"
"4.2","38.577","29.982","5"
"5","39.171","42.33","5"
"4","39.94","42.936","3.4"
"4.2","38.917","43.532","5"
"4.2","38.939","43.616","5"
"4","38.57","44.045","5"
"4.3","38.762","43.222","3.8"
"4.4","38.82","43.579","5"
"4.5","38.141","27.49","8.5"
"4.2","38.76","43.18","5"
"4.7","38.696","43.212","4.9"
"4.7","38.653","37.457","3.1"
"4.2","36.25","28.57","35"
"4.2","39.231","27.85","8.7"
"4.2","38.971","43.655","5"
"4.5","38.823","43.599","5"
"4.1","37.475","27.099","4.1"
"4","38.678","44.166","5"
"4.7","38.695","43.451","5"
"4.5","36.077","31.104","65.9"
"4.1","38.543","43.779","5"
"4.3","39.419","35.311","5"
"4.2","38.805","43.543","5"
"4.1","38.578","30.964","5"
"4.5","36.195","29.061","56.5"
"4.3","37.994","42.65","5.4"
"4.5","38.7","43.64","5"
"4.3","38.029","44.577","14.1"
"4.3","38.72","43.6","5"
"4.2","38.934","43.61","5"
"4.7","38.888","43.79","5"
"4.3","37.921","27.152","4.1"
"4.4","37.948","27.151","6.7"
"4.2","38.716","43.302","7.4"
"4.2","38.811","43.563","5"
"4.1","38.694","43.377","2.6"
"4","38.604","43.185","5"
"4.1","38.869","30.197","5"
"4.1","38.923","43.559","5"
"4.1","38.69","43.68","5"
"4.5","37.244","43.713","13.6"
"4.6","38.812","43.67","5"
"4.2","38.83","26.28","5"
"4.8","38.81","26.23","6"
"4.8","38.463","43.298","4.2"
"4.7","38.868","43.791","5"
"5.4","38.474","43.454","4.3"
"4.2","38.469","43.348","5.3"
"4.4","38.625","43.035","5"
"4.3","38.896","43.589","5"
"4.1","39.047","35.938","5"
"4.6","38.611","43.287","2.5"
"4.4","38.695","43.236","5"
"4.3","38.679","43.264","5"
"4.3","38.797","43.557","3.9"
"4.9","38.85","43.878","5"
"4.5","38.904","43.553","5"
"4.9","39.133","41.565","3.8"
"5.2","38.658","43.17","10"
"4.2","38.799","43.602","5"
"4.7","38.647","43.046","5"
"4.5","38.658","43.077","4.6"
"4.2","36.089","29","22.6"
"4.6","38.634","43.216","5"
"4.1","38.667","43.491","7.2"
"4","39","43.51","6"
"4.1","38.899","43.629","5"
"4.2","38.68","43.48","5"
"4.5","38.451","43.208","5"
"4.5","38.483","43.273","5"
"4.8","38.42","43.284","4"
"5.6","38.429","43.229","5"
"5.2","38.718","43.191","10"
"4.5","38.8","43.467","5"
"4.2","38.672","43.198","5"
"4.5","38.664","43.651","5"
"4.5","38.917","43.609","5"
"4.2","38.693","43.641","5"
"4.8","38.688","43.631","3.8"
"4.3","38.813","43.481","5"
"4.8","38.924","43.565","5"
"4","38.72","43.21","5"
"4.2","38.75","43.3","5"
"4.5","38.807","43.542","5"
"4.3","38.72","43.241","5"
"4.3","38.879","43.589","5"
"4.3","38.939","43.553","5"
"4.2","38.781","43.342","5"
"4.6","38.857","43.578","5"
"4.6","37.134","43.82","10"
"4.2","38.87","43.57","5"
"4.5","38.87","43.57","5"
"4.3","38.881","43.582","5"
"4.5","38.729","43.593","5"
"5.1","38.89","43.56","5"
"4.7","38.623","43.177","5"
"4.3","38.599","43.194","5"
"4.2","38.632","43.193","5"
"4.4","38.907","43.622","5"
"4.3","38.732","43.592","9.4"
"4.6","38.649","43.635","5"
"4.1","38.713","43.559","5"
"4.1","38.858","43.629","5"
"4.3","38.58","43.178","5"
"4","38.697","43.607","5"
"4.2","38.908","43.603","5"
"5.1","37.256","43.86","10"
"4.1","38.705","43.402","22"
"4.5","38.699","43.395","5.4"
"4.3","38.954","43.721","5"
"4.1","38.704","43.319","5"
"4","38.671","43.245","3.1"
"4.2","38.618","43.216","3.1"
"4.3","38.725","43.5","9"
"4.3","38.742","43.494","5"
"4.8","38.73","43.3","5"
"4.5","38.803","43.504","10"
"4.4","38.74","43.61","5"
"4.2","38.819","43.532","5"
"4","38.71","43.319","5"
"4","38.919","43.527","4.3"
"4.1","38.86","43.497","5"
"4.2","38.68","43.396","7.4"
"4.3","38.79","43.471","8.1"
"4.1","38.816","43.639","5"
"4.2","38.841","43.528","5"
"5.6","38.811","43.623","14"
"4.4","38.67","43.168","5"
"4.3","38.897","43.541","6.9"
"4.7","38.747","43.169","5"
"4.3","38.471","43.27","3.9"
"4.6","38.736","43.561","5"
"4.4","38.771","43.179","2.1"
"4","38.706","43.092","7.7"
"4","38.726","43.225","2.5"
"4.1","38.906","43.563","6.3"
"4.1","38.914","43.504","5"
"5","38.674","43.198","10.6"
"4.3","38.942","43.541","6.8"
"4.3","38.695","43.345","5"
"4.4","38.688","43.316","2.1"
"4.2","36.502","28.713","0.9"
"4.8","38.667","43.515","7.6"
"4.8","38.617","43.55","3.6"
"4.5","38.851","43.425","4.5"
"4.2","38.62","43.342","7.3"
"4.4","38.838","43.52","10"
"4.7","38.64","43.302","10"
"4.1","38.131","43.244","10"
"4.7","38.651","43.226","5"
"4.3","38.733","43.271","5"
"4.1","38.61","43.107","5"
"4","38.738","43.161","2.3"
"4","38.847","43.647","2.3"
"4.2","38.769","43.236","4.3"
"4.3","38.587","43.519","9.8"
"4.3","38.64","43.59","3"
"4.8","38.624","43.067","5"
"4.4","38.283","44.693","1"
"4.1","38.801","43.362","5"
"4.1","38.828","43.668","12"
"4.5","38.616","43.084","7.7"
"5.9","38.634","43.077","5"
"4","38.739","43.481","5"
"4.4","38.694","43.17","7.2"
"4.4","38.628","43.126","5"
"4.8","38.787","43.296","5"
"4.9","38.711","43.336","12.3"
"4.4","38.642","43.551","9.4"
"5.1","38.71","43.338","5"
"4.2","38.738","43.409","9"
"4.1","38.7","43.167","10.3"
"4.6","38.793","43.585","9.8"
"4.6","38.66","43.333","18.3"
"4.8","38.488","43.256","15.9"
"4","38.654","43.06","3.3"
"4","38.713","43.181","5"
"4.1","38.599","43.41","10"
"4","38.781","43.403","8.3"
"4.1","38.78","43.257","7.2"
"4.1","38.814","43.23","5"
"4.4","38.725","43.618","15.3"
"4.2","38.687","43.147","5"
"4.5","38.759","43.338","7.2"
"4.8","38.729","43.192","5"
"4","38.748","43.181","5.8"
"4.3","38.716","43.691","10"
"4.5","38.786","43.163","5"
"4.7","38.701","43.141","7"
"4.2","38.533","43.174","23.4"
"4.3","38.483","43.399","10"
"5.7","38.809","43.3","5"
"4.5","38.694","43.571","11.4"
"4.7","38.741","43.341","10"
"5","38.325","42.607","10"
"4.5","38.56","43.284","10"
"5.2","38.603","43.101","10"
"4.6","38.593","43.516","10"
"5.6","38.814","43.446","5"
"4.4","38.746","43.199","7"
"4.8","38.764","43.252","7.1"
"5.6","38.751","43.595","9"
"7.1","38.721","43.508","18"
"4","39.347","40.694","5"
"4.5","37.992","35.217","5"
"4.3","39.653","38.678","5"
"4.2","41.325","44.111","10"
"4","39.667","38.703","7.5"
"5.5","39.785","38.842","5"
"4.6","36.892","26.583","2.9"
"4.3","36.873","26.6","0.6"
"4.2","37.381","36.33","6.8"
"4.1","39.169","29.126","5.3"
"4.4","39.486","40.005","5"
"4","40.439","28.895","5.1"
"4.1","39.08","35.9","5"
"4.1","38.561","39.667","5"
"4.8","38.32","31.957","10"
"5.1","40.802","27.752","16.4"
"4.4","39.111","29.061","5"
"4.2","39.117","29.106","9.3"
"4.2","39.126","29.026","5.4"
"4.5","40.247","29.954","5"
"4","38.562","44.339","5"
"4.1","36.608","26.77","168.3"
"4.8","36.51","26.61","138"
"4.5","37.412","35.875","5.5"
"4.2","39.101","29.04","8.3"
"4.7","39.114","29.031","10.4"
"4","37.107","27.431","5.3"
"5.2","38.578","39.64","6.1"
"4","36.622","28.854","1.9"
"4.4","39.09","28.35","16"
"4.2","39.128","29.088","5.2"
"4.5","37.414","42.575","11.2"
"4.2","39.118","29.077","10.7"
"4.2","39.106","29.045","5"
"4.8","39.119","29.049","9.2"
"4.4","39.114","29.1","10.2"
"4.2","39.099","28.957","5"
"4.2","36.72","27.13","121"
"4.5","39.1","29.09","5"
"4.4","39.04","29.09","10"
"4.3","39.11","29.01","5"
"4.3","39.12","29.04","7"
"4.6","39.124","29.079","5"
"5.8","39.149","29.103","7"
"5.1","36.704","27.238","11"
"4.5","36.974","28.248","1.2"
"4.5","37.47","35.584","10.4"
"4","36.922","29.277","5"
"4.1","36.47","28.76","16"
"4.4","40.039","27.858","15.2"
"4.4","37.304","30.483","7.7"
"4.7","38.725","44.112","4.4"
"4.3","39.24","40.413","10"
"4.5","36.583","27.154","138.4"
"4.5","38.927","42.335","4.8"
"4.3","38.989","42.32","5"
"4.6","38.983","42.297","5"
"4.4","38.983","42.305","5"
"4.6","36.656","26.922","133.6"
"4.2","37.81","27.248","0.2"
"4","37.839","27.361","5"
"4","41.952","42.654","10"
"4.1","40.71","29.763","11.8"
"5.2","41.961","42.657","10"
"4.2","36.657","43.277","38.3"
"4.5","40.597","27.367","8.6"
"4.3","40.036","40.013","2.6"
"4","37.854","27.299","5"
"4.8","36.42","26.44","99"
"4.5","37.312","36.415","5.3"
"4.9","36.585","36.007","2.6"
"4","37.918","27.393","5"
"5","37.899","27.343","11.8"
"4.2","37.904","27.372","5.9"
"4.1","39.499","40.212","5"
"4.1","38.903","44.283","5"
"5.3","40.423","26.333","15.3"
"4","37.179","30.693","88.2"
"4","39.383","33.14","5"
"4.5","36.071","29.532","21.1"
"4.4","40.847","28.11","11.2"
"4.7","38.068","39.035","7"
"4.2","37.04","27.632","3.4"
"4.1","39.491","40.229","5"
"4.3","39.688","27.554","11.7"
"4.3","36.63","28.01","30"
"4.4","37.546","35.592","6.5"
"4","36.961","30.511","10"
"5.1","36.81","26.91","165"
"4","40.101","37.445","11"
"4.3","40.43","28.925","12.1"
"4.4","36.67","29.95","10"
"4.1","39.32","41.211","3.8"
"4.3","41.183","30.121","8.9"
"3.9","39.941","32.731","4"
"4.4","36.318","27.655","42.3"
"4.2","36.204","27.479","10"
"4.3","40.535","34.988","5"
"4.2","38.147","26.313","1.2"
"4.9","38.142","26.22","9.2"
"5.1","38.821","40.138","4.5"
"4","38.882","40.257","5"
"4.1","38.741","40.136","5"
"4.9","38.677","40.05","10"
"5.1","38.776","40.143","5"
"5.2","38.828","40.119","5"
"4.9","38.761","40.062","5"
"4.6","38.736","40.076","5.1"
"5.6","38.709","40.051","10"
"4.4","38.87","40.232","5"
"6.1","38.864","39.986","12"
"4.3","39.157","29.014","9.8"
"4.4","39.645","37.98","10"
"4","38.84","26.93","27"
