latitude,longitude,depth,magnitude,exponent
-16.25,178,20.7,4.91,23
0.26,67.02,23.2,4.77,23
11.94,123.94,26.4,4.84,23
36.72,23.58,100.8,5.06,23
-17.91,-178.26,611,5.19,23
15.32,-45.64,12.4,5.17,23
32.88,86.68,20.9,4.94,23
-17.78,-13.24,15.5,5.52,24
-9.36,152.65,18.8,5.32,24
31.57,-115.6,15.1,5.17,23
-3.94,-103.92,14.3,4.93,23
-52.55,26.79,20,4.89,23
12.65,-88.09,80.9,4.77,23
14.96,-98.35,13.2,5,23
12.04,123.98,12,6.62,26
-36.5,52.33,16.5,5.83,24
14.04,-91.24,71.7,5.03,23
55.04,-157.93,33,5.11,23
-9.1,158.59,24.5,5.08,23
19.49,-108.57,12,4.85,23
11.89,124.11,12,5.15,23
-4.56,100.99,23,6.68,26
-4.47,100.86,25,6.97,26
-56.05,-144.04,12,5.12,23
36.45,-117.48,12,4.83,23
55.51,166.49,16,4.9,23
54.87,-160.28,52.2,5.13,23
5.28,-78.3,12.8,5.27,24
-3.48,149.32,15.7,5.09,23
-35.3,-14.79,20.9,4.92,23
54.28,-162.81,44.8,4.98,23
-35.19,-15.16,12,4.92,23
33.07,-39.53,14.9,4.85,23
-55.88,-27.28,116.4,4.91,23
17.06,147.43,21.6,4.91,23
-6.64,123.52,636.6,6.91,26
10,140.06,12,5,23
-4.25,100.81,25,5.59,24
3.95,63.06,27.9,4.82,23
-6.93,-12.59,18.4,5.9,24
-6.96,-12.82,17.9,5.57,24
30.94,141.79,18.9,5.2,23
-49.71,-115.85,15.4,5.57,24
18.56,145.93,156.9,4.91,23
-52.67,159.99,20.2,4.93,23
51.9,-169.59,19.5,4.96,23
-5.95,153.71,12,5.11,23
-13.05,166.69,140.1,4.9,23
-4.96,152.56,53.2,5.41,24
-10.12,108.14,12.8,5.15,23
-17.32,167.73,29.7,4.86,23
7.75,126.67,27.8,4.94,23
-28.64,-176.97,46.7,5.48,24
-11.26,34.57,33.2,5.01,23
16.83,147.73,18,4.79,23
-6.03,153.64,22,4.85,23
-3.64,29.09,12,4.92,23
-15.33,-174.36,14.1,4.67,23
-15.18,-174.32,13,5.57,24
9.48,-84.69,28.7,6.07,25
-21.83,-175.16,27,5.31,24
-29.99,-176.89,22.7,5.05,23
-4.09,-81.05,32.4,5.61,24
-35.69,-104.37,12,4.91,23
12.62,58.14,12,5.15,23
-5.76,151.94,22.8,5.92,24
-5.71,151.9,31,6.21,25
-5.74,152.07,35.5,5.31,24
-7,104.65,42.5,5.14,23
35.78,82.39,23,4.85,23
-15.84,-179.54,12.9,4.8,23
-29.9,75.3,15,4.84,23
36.42,71.22,136.9,4.74,23
-15.9,-179.49,12,4.9,23
71.89,-1.58,12,4.93,23
63.81,-22.28,12,4.75,23
-5.86,151.75,31.8,5.01,23
21.83,143.19,302.2,5.06,23
23.08,93.31,15.7,5.36,24
44.6,148.58,68.8,4.75,23
-52.78,140.32,12,5.27,24
-22.88,-112.04,12,5.18,23
-8.78,152.54,20,4.8,23
-20.76,173.43,12.6,4.9,23
-15.09,-178.96,421.9,5.26,23
-54.77,1.51,19,5.93,24
-6.02,153.7,16.7,4.99,23
-6.04,153.6,19.9,4.8,23
-5.98,153.66,12,4.86,23
-14.6,167.91,13,4.77,23
-36.82,177.13,12,5.59,24
-4.54,100.87,26.7,5.04,23
-14.57,-177.58,17.4,5.22,23
2.39,127.47,125.7,4.92,23
-36.78,177.24,17.4,4.85,23
-36.69,177.31,18.6,4.87,23
-62.4,-58.17,24.3,5,23
-9.09,-80.92,19.6,4.86,23
-65.49,-179.22,12,5.12,23
-62.35,-58.2,18.2,5.29,24
-36.78,177.2,12,5.02,23
6.6,125.25,29.6,4.94,23
0.84,-29.99,17.1,6.52,25
27.63,53.19,12,5.06,23
0.79,-29.74,29.7,4.91,23
-4.11,70.19,14.9,6.18,25
-55.21,-129.61,16.7,5.83,24
-35.28,-15.69,18.9,5.95,25
58.82,158.96,12,5.57,24
-28.01,-71.41,34.4,6.86,26
-28.05,-71.37,37.6,6.29,25
-28.17,-71.65,36.5,5.83,24
-27.94,-71.53,23.1,5.66,24
-62.33,-58.09,18,5.21,23
-35.32,-15.79,19.8,5.11,23
-27.84,-71.61,29.1,5.11,23
-28.03,-71.46,23.6,6.42,25
-56.24,-143.3,18.7,5.38,24
-56.36,-27.69,131.5,5.23,23
-27.95,-71.68,31.7,5.08,23
-65.01,178.97,22.3,4.9,23
-65.2,178.36,22.6,4.96,23
10.92,-87.27,17.2,4.88,23
-14.89,-176.47,12,4.9,23
-14.91,-176.45,12,4.95,23
42.99,145.83,47.1,4.79,23
-14.93,-176.55,12,4.97,23
-14.9,-176.54,14,4.93,23
-32.39,-179.54,12,5.09,23
-2.68,130.64,32.5,4.9,23
-36.9,177.16,21.4,4.79,23
6.12,-79.88,12,5.23,23
-5.3,140.47,24.2,5.05,23
-14.5,167.95,19.5,4.81,23
-41.43,-88.72,13.3,5.17,23
18.61,-106.27,17.3,4.77,23
-4.8,102.36,68.8,4.84,23
-18.13,-174.99,255.9,5.04,23
14.5,56.4,20.9,4.73,23
37.11,142.35,18.1,5.32,24
-60.75,-24.94,12,4.85,23
-62.33,-58.14,17.5,5.04,23
36.04,136.12,12.9,4.8,23
-52.4,13.55,12,4.96,23
-6.4,129.25,221.9,5.24,23
8.32,-82.99,12.9,5.57,24
52.08,160.52,29.3,5.08,23
-16.14,178.09,16.6,4.89,23
10.67,-61.92,42.2,4.74,23
-62.33,-57.95,13.8,4.82,23
-28.09,-71.73,18.4,4.98,23
-36.83,52.32,25.5,4.91,23
-25.72,-13.69,17.3,4.92,23
1.97,126.43,37.2,5.98,25
-30.41,-71.8,38.2,6.34,25
-17.11,167.62,12.1,6.18,25
-17.13,167.58,18.3,5.49,24
7.79,-37.18,12,6.61,26
-20.77,-173.61,14.3,5.58,24
6.28,125.82,125.1,6.38,25
36.81,141.48,17.6,5.22,23
36.95,55.16,15,5.09,23
-20.12,66.15,12,4.81,23
-17.25,167.57,23.3,4.94,23
-17.08,168.49,13.1,6.17,25
-17.07,168.54,12,5.71,24
7.77,-37.2,24.4,5.09,23
1.76,91.08,12,4.79,23
-24.38,-111.93,15.1,5.61,24
7.79,-37.08,24.3,4.86,23
7.84,-37.04,18.5,4.89,23
-4.77,129.8,192.6,6.1,25
27.05,127.88,48.1,5.05,23
-15.07,-173.41,12,5.53,24
38.18,38.6,15,4.83,23
-38.48,78.45,21.7,5.04,23
44.52,-115.19,18.2,4.81,23
4.15,126.56,24.4,5.55,24
4.22,126.66,21.4,5.85,24
-6.46,154.34,31.3,5.5,24
-62.32,-58.29,21.6,4.97,23
-14.74,-175.93,329.9,5.28,24
7.79,-37.17,21.5,5.05,23
50.38,173.94,15.3,4.75,23
-21.38,-69.99,56.9,6.24,25
-62.33,-58.29,15.3,5.05,23
-15.47,-13.27,12,4.87,23
-15.64,-13.32,13.4,4.93,23
-18.03,-178.07,583.4,5.67,24
38.7,142.18,43.3,6.13,25
-14.85,167.21,144.6,5.19,23
-36.65,177.28,13.4,4.84,23
-17.11,167.63,12,5.87,24
-26.07,-176.96,117.2,5.16,23
-6.67,104.53,16,4.78,23
41.41,83.78,17.8,4.71,23
-7.45,128.44,148.5,5.35,24
-6.09,147.07,41.5,5.46,24
-32.84,-178.65,28.2,5.08,23
48.93,142.08,14,4.78,23
6.47,60.34,12,4.8,23
4.25,126.87,24.2,4.89,23
-1.92,119.27,31.1,4.93,23
4.28,96.77,134.6,5.11,23
4.22,126.91,25.8,4.86,23
-46.81,33.38,17.5,5,23
10.49,145.69,12,4.9,23
-36.41,-99.44,15.4,4.94,23
-49.1,106.3,18.5,4.78,23
55.84,158.34,353.1,6.46,25
-14.93,179.99,14.9,5.98,25
-17.11,168.47,24.8,5,23
27.53,85.88,27.5,5.13,23
-22.43,171.53,118.2,5.73,24
38.56,41.87,13,4.65,23
-41.25,-16.56,18.2,4.87,23
-50.08,112.04,22.9,4.93,23
12.27,-87.89,49.7,4.88,23
15.2,-92.45,92.5,5.23,23
-30.2,-71.37,40.2,5.01,23
7.8,-37.14,18.3,5.79,24
-6.27,154.76,59.6,5.2,23
-6.84,129.44,195.1,5.66,24
-16.68,-177.16,12,5.44,24
34.89,25.34,15,6.1,25
38.04,73.66,28.9,5.24,23
2.63,126.76,34.3,5.29,24
-5.59,147.14,140.6,5.33,24
0.94,-26.91,13.8,6.86,26
-21.01,-68.62,147.6,4.97,23
-62.37,-58.29,12.2,5.24,23
-53.69,140.52,23.8,4.8,23
0.01,-18.07,16.3,4.83,23
-37.55,77.96,12,5.8,24
-64.94,177.9,12,5.39,24
-11.53,165.12,18.6,4.91,23
-17.58,-176.54,18.5,4.95,23
-41.77,84.78,17.6,5.16,23
2.61,-95.08,21.6,4.82,23
-37.52,78.15,20.3,4.86,23
2.74,-95.16,12,5.45,24
2.72,-95.11,12.1,5.04,23
2.73,-95.17,14.3,4.78,23
6.66,125.66,179.4,5.03,23
38.01,34,12,5.17,23
0.88,-27.06,31.2,4.96,23
9.25,126.94,12.4,5.67,24
9.25,127.03,18.8,5.36,24
22.42,121.62,15,4.87,23
19.84,-109.21,21.9,5.25,23
-56.07,-123.33,16.1,4.9,23
19.88,-109.19,15.6,5.06,23
-3.94,-104.13,12,5.28,24
-3.96,-104.14,12,5.02,23
-3.9,-104.21,12.1,5.39,24
-3.91,-104.24,12,4.91,23
-3.91,-104.32,12.1,5.83,24
51.85,103.5,25.9,5.53,24
51.8,103.48,18.5,4.8,23
12.55,143.96,19.5,5.23,23
12.47,143.89,21.8,4.88,23
-6.98,129.49,188.4,5.1,23
-23.63,-177.02,186.9,4.86,23
-62.33,-58.03,17.3,4.81,23
-59.19,149.24,12,5.08,23
14.28,-92.15,47.4,4.91,23
-62.33,-58.17,14.5,5.12,23
-62.29,-58.17,15.5,5.11,23
12.16,123.92,22.2,4.78,23
0.7,-85.28,12,4.7,23
9.31,127.03,21.2,4.84,23
-0.23,-18.8,24.8,5.83,24
-0.35,-18.96,17.9,4.92,23
0.54,-25.34,19,4.98,23
9.31,126.86,23,5.28,24
79.42,3.4,12.5,4.65,23
12.08,140.13,19.9,4.74,23
26.97,-111.36,18.5,5.26,23
26.94,-111.36,24.9,4.83,23
13.78,144.67,194.5,5.17,23
55.01,-157.77,36.5,4.93,23
34.28,78.04,12,5.25,23
33.28,139.84,120.7,4.94,23
2.5,-31.23,14.5,4.8,23
38.09,56.06,13.2,5.24,23
-57.6,-147.7,12.7,4.99,23
-48.07,31.69,12,6.16,25
39.93,24.27,15,5.35,24
-57.63,-147.92,16.2,5,23
64.53,-17.15,12,5.01,23
-57.63,-147.83,13.8,5.36,24
51.9,-169.77,15,5.79,24
34.95,137.76,43.7,5.1,23
14.18,-90.91,88.3,5.33,24
51.91,-169.64,19.7,4.73,23
34.35,78.03,18.1,5.09,23
51.83,-169.65,14.2,5.18,23
39.89,24.27,16.7,4.77,23
-60.65,-28.5,12,4.96,23
41.83,-29.16,22.9,4.81,23
41.61,-29.02,20.2,4.87,23
41.73,-29.2,12,4.86,23
22.37,121.12,19.8,4.95,23
-33.42,-178.31,18.3,5.09,23
13.31,145.72,20.5,5.05,23
22.36,121.19,19.9,4.94,23
31.52,51.08,14.9,5.06,23
22.13,144.55,47.2,5.07,23
-62.39,-58.26,14.8,4.97,23
-28.84,-112.52,12,4.79,23
-9.93,119.01,17.5,4.76,23
-14.92,-174.08,12,5.08,23
21.45,144.15,12,4.79,23
24.79,122.04,117.8,5.1,23
-2.72,68.09,20.5,5.12,23
-17.01,167.65,12,5.31,24
9.13,126.87,28.4,4.98,23
9.19,126.95,32.7,4.98,23
9.14,126.77,20.8,5.27,24
33.04,-115.6,12,5.01,23
-19.4,-173.79,42.4,6.52,25
51.5,-174.82,31,5.35,24
-6.11,148.68,87,6.07,25
-2.51,68.03,12.2,4.82,23
-4.16,70.14,18.7,4.73,23
-2.88,145.38,15.6,5.03,23
14.33,-93.33,27.7,4.82,23
15.92,119.7,37.6,4.91,23
-8.79,-80.4,16.3,4.94,23
-62.33,-58.18,12,5.78,24
-17.2,167.56,18.7,5.02,23
18.7,146.11,119.6,5.23,23
-1.26,-78.38,21.8,4.82,23
6.3,126.31,137.5,4.88,23
13.62,120.71,126.8,4.77,23
33.47,141.08,38.1,5.85,24
29.9,130.81,35.9,5.15,23
69.33,-30.07,12,5.29,24
-7.24,150.09,35,5.61,24
-12.47,166.37,95.2,5.18,23
-52.97,159.72,23.5,5.1,23
48.9,155.53,43.1,5.14,23
-11.48,165.97,52.4,4.92,23
6.69,60.07,14.6,4.64,23
-11.62,166.04,48.1,5.09,23
13.73,120.59,132.1,5.64,24
-52.95,159.8,25.7,4.9,23
-20.2,-173.2,14.9,4.97,23
-9.6,119.36,87.2,5,23
-41.26,-91.73,21.8,4.91,23
-21.76,169.99,13.3,5.19,23
-21.91,170.06,30,5.01,23
-54.6,-133.08,12,5.14,23
47.62,-128.84,23.6,4.68,23
-21.74,170.1,13.6,4.99,23
-62.3,-58.09,18.2,5.04,23
19.83,145.45,134.6,5.39,24
34.14,79.12,21.1,5.06,23
32.83,-39.78,12,5.22,23
-38.55,-75.45,20.3,4.94,23
54.8,-159.72,38.5,5.96,25
-18.07,-178.36,642.6,6.03,25
9.53,126.63,22.6,4.91,23
-9.8,112.65,56.9,4.91,23
-62.34,-58.2,12,5.37,24
-10.53,121.16,47.2,4.84,23
18.06,-64.42,12,5.11,23
0.5,125.48,32,5,23
29.58,129.44,18.5,4.82,23
-6.14,146.25,118.5,6.49,25
71.53,-11.27,17.3,5.35,24
-5.49,68.74,20.7,4.84,23
52.7,-168.16,41.2,5.69,24
-11.17,163.24,28.5,5.02,23
-5.98,150.85,35.5,5.8,24
-11.08,163.31,28.8,4.99,23
52.75,152.76,545.2,5.27,24
-11.06,163.17,15,5.02,23
-6.23,146.29,111.5,4.92,23
-5.87,122.57,12,5.32,24
3.3,-82.72,20.9,4.78,23
-17.19,167.32,34.3,5.37,24
-35.22,53.88,12,4.94,23
51.9,-169.66,20,4.89,23
-28.76,-112.41,12,5.92,24
24.59,93.6,34.8,5.47,24
-62.26,-58.19,18.3,4.8,23
-28.67,-112.41,12,5.48,24
29.42,139.18,412.2,5.22,23
35.59,26.28,17.5,5.11,23
35.59,26.27,21.9,5.27,24
14.73,-93.9,20.1,5.51,24
14.62,-91.75,105.1,5.14,23
14.69,-93.89,26,4.87,23
39.55,51.93,32.2,4.85,23
9.73,126.1,42.6,4.92,23
-19.25,169.28,232.8,4.99,23
14.04,56.88,12,5.2,23
-26.25,-71.19,26.1,5.01,23
-8.33,-74.22,159.8,4.88,23
-41.69,84.91,25.6,4.99,23
-15.73,-174.58,12,4.82,23
-10.5,66.35,12,5.02,23
-15.73,-174.61,12,5.13,23
-31.49,-68.79,124.2,4.92,23
3.79,95.95,51.8,4.95,23
-31.1,-177.43,17.4,5.16,23
-3.38,100.15,19,5.48,24
8.17,-38.01,12,4.86,23
36.64,71.09,237.1,4.96,23
13.74,120.08,27.3,5.43,24
-3.34,100.18,12,5.34,24
45.4,150.28,56.6,4.9,23
7.46,-34.72,17.3,4.74,23
-54.62,-133.13,12,5.47,24
23.34,120.31,14.8,4.81,23
-3.47,100.07,22.6,5.33,24
-62.36,-58.24,12,5.11,23
-28.82,-178.2,227.8,5.11,23
-3.96,-81.96,12,5.42,24
-16.85,-177.02,12,5.02,23
50.2,-29.07,20.9,4.72,23
-3.51,100.11,21.9,4.91,23
24.43,-109.08,14.2,4.7,23
-3.55,100.17,24.1,5.8,24
-3.47,100.23,12,5.64,24
2.97,96.23,18.2,5.17,23
-53.01,25.61,18.1,5.25,23
-7.09,126.48,376,5.35,24
54.48,-159.7,37.4,7.58,27
54.34,-159.81,20.1,5.75,24
54.44,-159.81,15,5.43,24
17.88,146.46,95.9,5.31,24
63.86,-22.19,12,5.62,24
7.6,-36.1,12,5,23
-19.64,-174.05,12,5.01,23
54.57,-159.91,28.1,5.05,23
-19.26,-172.37,12,5.79,24
54.26,-159.76,24.6,5.16,23
-62.28,-58.08,12,5.11,23
52.98,-164.65,35.8,4.96,23
-56.31,-143.31,15.9,5.51,24
54.38,-159.61,27.6,4.91,23
-25.47,-71.06,27.6,5.76,24
54.52,-159.74,21.8,4.83,23
12.27,143.74,39.7,4.89,23
33.35,90.4,19.6,4.68,23
-6.14,149.62,56.5,4.9,23
37.19,20.41,12,5.22,23
52.76,-34.66,22.4,4.96,23
31.67,104.2,28,4.92,23
-0.84,-13.8,29.4,4.83,23
-5.7,149.5,181.9,5.05,23
-20.94,-176.52,253,5.8,24
19.95,-45.71,14.2,4.85,23
20.12,-45.6,20.8,4.83,23
52.77,-34.6,20.2,4.88,23
52.78,-34.69,19.9,4.91,23
9.55,-40.48,12,4.84,23
-62.25,-58.19,13.9,4.97,23
-15.74,-179.78,12,4.92,23
52.74,-34.71,18.3,5.04,23
20.04,-45.7,14.2,4.89,23
20.02,-45.65,12,5.23,23
-36.39,-97.26,16.1,5.89,24
19.83,-45.74,12,5.23,23
-25.61,-179.93,467.1,6.12,25
-62.27,-57.88,16.8,4.93,23
-14.98,167.12,104.3,5.2,23
25.94,-110.17,17.1,4.83,23
-62.28,-58.03,12,5.1,23
-36.44,-98.36,13.3,4.93,23
35.71,48.94,24.7,5.02,23
-22.7,172,26.5,5,23
56.53,-147.46,16,4.89,23
54.62,-159.69,27.9,4.89,23
-8.37,107.9,53.2,5.54,24
-60.93,160.82,22,4.87,23
-10.25,161.42,65.9,5.16,23
-15.19,-173.33,63.4,5.92,24
14.81,-92.6,60.5,5.21,23
-44.61,37.62,12.6,4.94,23
-19.94,-71.1,12.2,5.42,24
-56.82,-141.76,12,5.32,24
-56.8,-141.9,28.9,4.91,23
-62.5,155.7,22.7,4.86,23
-62.36,155.34,28.1,5.04,23
0.57,121.44,112.3,5.18,23
32.17,55.9,17.5,4.88,23
-16.54,177.33,12,4.71,23
-62.36,-57.98,19.3,5,23
-62.32,-58.18,24.2,4.89,23
-2.22,119.07,21.4,5.51,24
7.6,-36.6,12,4.97,23
53.13,-173.49,238.6,5.47,24
-34.96,-71.72,76.6,5.42,24
-14.91,-75.82,28.3,5.61,24
-0.36,124.45,39.8,5.36,24
-62.84,-158.42,12,5.3,24
-62.99,-158.08,12,5.44,24
-14.49,167.17,189.8,5.86,24
-29.31,-71.24,61.7,5.76,24
-62.28,-58.18,15,5.22,23
-29.85,-111.87,15.9,5.31,24
14.04,121.2,96.7,4.94,23
-62.28,-57.94,12,5.07,23
37.65,71.53,26,4.86,23
-36.48,79.06,15.1,4.84,23
-6.7,149.27,12.1,4.94,23
-17.91,169.24,13.8,4.86,23
-20.72,-178.56,597.3,5.41,24
-23.12,-114.69,16.8,5.03,23
-23.23,-174.9,23.9,4.95,23
54.55,-159.67,22.1,5.13,23
10.92,-43.26,18.8,5.93,24
-25.96,179.16,531,5.45,24
-8.77,161.08,24,5.64,24
37.78,26.63,12,6.99,26
-5.34,142.13,16,5.11,23
-10.2,-75.29,46.5,5.59,24
71.52,-3.48,12,5.59,24
71.48,-3.53,12,5.28,24
14.35,120.56,167.7,5,23
71.55,-3.33,19.3,4.74,23
37.8,26.92,12,4.99,23
54.49,-159.25,46.9,4.88,23
-62.32,-58.11,12.2,5.03,23
-60.99,154.04,24.3,4.94,23
-55.79,-26.96,17.7,4.95,23
-7.16,129.27,192.5,5.84,24
10.01,-84.12,74.7,5.19,23
37.81,27.08,17,4.82,23
23.36,-44.88,12,5.05,23
23.32,-44.82,12,5.05,23
19.61,-108.81,18.3,4.94,23
8.86,-40.13,18.9,4.93,23
-13.26,166.87,184.9,5.1,23
10.43,-86.81,12,5.24,23
-3.33,131.23,15.6,5.43,24
14.27,-92.93,28.6,4.83,23
0.06,97.71,34,5.04,23
-44.61,-79.46,18.4,6.02,25
57.7,-32.77,12,4.85,23
-19.88,-177.5,398.1,5.75,24
-44.77,-79.91,29,4.96,23
71.5,-3.48,12,4.98,23
-55.87,-26.77,23.4,5.03,23
-35.04,-107.83,15.9,5.29,24
52.43,-162.63,18.2,5.02,23
-35.71,-104.06,12.9,5.38,24
9.99,126.26,44.4,5.09,23
49.53,108.94,12,4.84,23
-23.1,-114.54,15.9,5.08,23
54.13,-159.84,21.6,5.05,23
22.56,121.41,27.2,4.95,23
-6.7,147.08,25,5.24,23
23.06,122.13,34.8,4.98,23
-7.53,128.46,135.6,5.06,23
40.27,71.56,24.3,4.82,23
40.93,143.3,28.2,5.54,24
40.94,143.38,29.8,5.24,23
-62.32,-58.06,12,5.91,24
25.55,143.7,18.6,5.76,24
15.26,-104.51,20.8,4.94,23
-15.14,-173.43,56,6.27,25
61.58,-150.19,51.3,5.09,23
32.44,141.78,13.7,4.99,23
-35.27,54,13.1,4.95,23
-11.58,164.91,12,5.22,23
32.4,141.85,19.8,4.85,23
1.02,-28.08,14.9,5.33,24
-62.4,165.62,19.1,4.93,23
-3.73,153.34,219,5.58,24
35.49,45.01,18.8,4.78,23
-6.5,104.14,38.6,4.97,23
11.96,140.16,16,4.95,23
12.04,140.18,16.3,4.91,23
-61.15,154.26,12,4.98,23
38.82,70.44,24,4.99,23
22.41,-107.96,19.5,5,23
-19.71,-177.45,425.5,5.97,25
41.52,20.72,14.3,5.11,23
25.45,142.76,12,5.58,24
41.55,20.67,12.6,4.96,23
5.27,126.59,34.1,5.06,23
21.58,121.72,18.2,5.07,23
21.57,121.7,25.3,4.96,23
14.1,-91.87,61.9,4.86,23
10.23,126.11,53.7,5.28,24
-52.65,27.72,25.7,5.02,23
4.12,122.57,577,5.2,23
-49.56,117.37,12,5.13,23
25.07,123.47,12,4.9,23
25.08,123.55,12,4.88,23
5,-82.6,22.9,4.73,23
-52.99,159.67,17.4,5.68,24
38.22,-117.78,14.9,5.41,24
-3.36,146.67,18.9,4.78,23
-3.29,146.71,14.9,4.72,23
-3.33,146.67,15,5.04,23
-3.34,146.7,13.5,5.01,23
5.55,95.57,22.3,5.08,23
22.44,-107.95,12.8,5.34,24
78.21,6.81,12,4.76,23
30.24,67.38,19,5.57,24
-19.47,168.63,50,5.45,24
23.5,94.72,100.3,4.93,23
-27.83,73.97,12,5.07,23
-44.66,35.87,12,4.94,23
-20.38,-68.98,92.4,4.95,23
11.8,124.13,22.6,5.09,23
24.38,142.04,82.2,4.75,23
-33.45,77.87,25.2,4.95,23
17.63,-46.44,12,4.94,23
17.58,-46.5,12,4.87,23
17.64,-46.47,12,4.96,23
17.71,-46.45,20.5,4.86,23
-24.1,-67.57,168.5,5.32,24
8.59,126.56,54.5,5.99,25
21.94,121.22,60.9,4.9,23
21.71,120.83,25.8,4.79,23
-7.18,155.61,42.2,5.56,24
-2.83,99.17,24,5.97,25
-19.28,-176.13,16,4.75,23
-24.52,-116.09,20.8,5.12,23
-15,167.87,14.4,4.86,23
32.21,137.53,368.5,5.18,23
-1.91,100.25,53.9,5.14,23
-27.35,-175.39,17.1,4.79,23
-28.33,74.1,14.6,4.84,23
8.17,123.19,26.8,4.77,23
-53.91,140.72,13.9,4.75,23
-53.84,140.69,12,5.65,24
-39.41,175.02,151.3,4.99,23
-16.89,-173.24,110.8,4.86,23
-11.6,167.21,22,4.9,23
-21.37,169.13,18.2,5.31,24
10.41,-69.1,19.2,4.76,23
-31.07,-71.47,62.3,5.53,24
-47.41,165.45,15.2,5.03,23
-34.67,-73.12,33.8,6.13,25
36.6,6.73,14.5,5.22,23
-16.64,174.36,12,5.45,24
36.54,141.12,44.2,5.56,24
-2.54,127.42,12,5.41,24
44.77,149.91,35.8,4.86,23
-42.04,-84.01,12,4.84,23
73.32,-96,26.2,4.79,23
56.13,164.85,20.3,4.77,23
13.62,145.75,68.8,5.26,23
-22.36,-176,122.4,4.89,23
25.36,142.77,17.3,4.8,23
-8.94,67.42,24.5,5.6,24
-20.24,-175.73,216.6,5.13,23
1.95,127.42,121.4,5.15,23
18.88,-81.58,17.3,4.75,23
38.12,56.03,15.3,4.93,23
-41.19,-90.7,15.2,5.73,24
-61.97,154.94,12.7,5.9,24
-4.72,144.84,31.2,5.57,24
-4.6,144.77,51.1,5.15,23
4.89,62.11,12,4.81,23
-39.32,46.13,17.5,5.16,23
-18.75,65.34,16.2,4.83,23
13.28,50.11,12.9,4.95,23
-47.29,99.96,15,4.79,23
49.79,156.77,42,5.32,24
-4.5,-106.02,15,4.76,23
-22.43,-12.76,12.7,5.16,23
17.91,40.07,12,4.69,23
-55.64,-124.95,12,5.31,24
-17.32,66.17,16.3,5.33,24
-44.46,-15.81,14.5,4.88,23
17.54,-92.42,12,5.02,23
-14.81,167.13,120.4,5.6,24
-4.98,-78.91,29.8,4.95,23
24.02,122.19,39.4,4.81,23
50.96,-178.85,30.9,5.09,23
-23.29,-64.98,12,5.73,24
-31.2,58.51,12,5.06,23
11.95,124.02,21.7,4.91,23
-31.78,179.18,482.8,5.45,24
-17.72,-174.61,12,5.54,24
-17.79,-174.67,19.7,4.97,23
52.66,-168.2,38,5.56,24
7.17,-82.26,24.6,4.97,23
52.66,-168.22,36.7,5.01,23
-2.95,147.64,24.8,4.87,23
-2.95,147.59,12,5.47,24
48.3,140.61,599.7,6.41,25
-24.33,-67.18,189.9,6.31,25
-5.44,130.24,22.8,4.85,23
-24.95,-13.15,28,4.92,23
52.65,-168.21,36.1,6.38,25
53.71,-150.67,12,5.7,24
-62,154.95,12,6.05,25
38.17,-118.05,12.5,4.99,23
19.41,-108.45,21.8,5.16,23
25.38,142.79,14.9,4.7,23
27.44,-111.43,12,4.77,23
-15.08,-172.99,12,5.33,24
38.18,23.43,17.4,4.8,23
-24.22,-69.47,104.3,5.12,23
-6.21,-107.24,12,5.45,24
-3.4,123.38,15.5,5.44,24
-49.73,-115.66,13.4,4.85,23
54.43,-159.89,24.5,4.91,23
-31.92,-67.12,138.3,5.23,23
38.22,-118.03,15,4.87,23
37.89,41.66,18.7,5.03,23
-57.15,-140.54,16.4,5.35,24
-49.76,-115.67,12,4.9,23
55.81,110.92,14.6,4.71,23
-22.83,170.62,12,5.47,24
3.3,98.23,134.2,5.04,23
11.23,-87.54,19.1,5.03,23
-40.44,77.88,19,5.03,23
-7.62,-13.54,22,4.91,23
-23.91,-66.67,228.9,5.21,23
-40.12,77.85,19.4,4.87,23
-40.26,77.85,12,5.04,23
-40.41,77.8,21.4,4.91,23
-40.29,77.82,12,4.85,23
-19.06,-172.82,12,5.58,24
-62.36,-58.33,12,5.1,23
-7.73,128.32,89.3,4.99,23
36.02,31.91,108.3,5.36,24
-14.59,-177.05,17.3,4.9,23
-40.13,77.94,24.3,4.93,23
-54.97,-130.48,20.5,5.08,23
33.48,141.19,51.8,4.97,23
-40.28,77.74,12,4.97,23
-54.96,-130.65,17.5,5.27,24
-19.08,-172.8,12,5.2,23
-40.04,77.81,21.7,4.86,23
-61.73,154.78,12,5.28,24
-20.36,-69.07,114,6.11,25
-21.04,-179.1,647.3,5.46,24
13.09,124.51,71.7,5.42,24
-49.57,126.27,18.2,4.84,23
22.6,144.94,17,5.54,24
4.82,-77.6,18.3,5.07,23
22.21,94.4,93,4.88,23
-32.15,-71.48,44.2,5.05,23
54.55,-35.11,12,4.89,23
8.45,-83,30.2,4.91,23
15.82,-95.25,32,5.47,24
-28.18,-175.97,12,5.42,24
-41.48,-87.1,15.3,4.83,23
53.15,170.67,20.9,5.23,23
-3.69,151.84,13.9,4.76,23
52.48,106.52,20.3,5.49,24
-6.12,-106.87,12,4.82,23
54.65,-159.74,33,4.99,23
-6.12,-106.94,15,4.83,23
23.37,121.61,38,4.9,23
-55.65,-124.51,24.4,4.85,23
-22.05,-179.61,583.7,5.37,24
24.74,121.96,81.5,6.16,25
1.75,126.18,24.5,5.18,23
24.58,121.91,70.7,4.95,23
